student_id,first_name,last_name,department,student_year,section,email
S20IT038,Vivaan,Desai,IT,1,A,vivaan.desai@example.com
S20IT039,Saanvi,Choudhary,IT,1,B,saanvi.choudhary@example.com
S20IT040,Ira,Iyer,IT,1,B,ira.iyer@example.com
S20IT041,Krishna,Malhotra,IT,1,B,krishna.malhotra@example.com
S20IT042,Aarav,Joshi,IT,1,B,aarav.joshi@example.com
S20IT043,Mira,Menon,IT,1,B,mira.menon@example.com
S20IT044,Diya,Sethi,IT,1,B,diya.sethi@example.com
S20IT045,Nisha,Menon,IT,1,B,nisha.menon@example.com
S20IT046,Riya,Nair,IT,1,B,riya.nair@example.com
S20IT047,Rudra,Sethi,IT,1,B,rudra.sethi@example.com
S20IT048,Ira,Singh,IT,1,B,ira.singh@example.com
S20IT049,Vivaan,Iyer,IT,1,B,vivaan.iyer@example.com
S20IT050,Krishna,Joshi,IT,1,B,krishna.joshi@example.com
S20IT051,Aadhya,Bansal,IT,1,B,aadhya.bansal@example.com
S20IT052,Vihaan,Bansal,IT,1,B,vihaan.bansal@example.com
S20IT053,Diya,Choudhary,IT,1,B,diya.choudhary@example.com
S20IT054,Ayaan,Iyer,IT,1,B,ayaan.iyer@example.com
S20IT055,Ayaan,Iyer,IT,1,B,ayaan.iyer@example.com
S20IT056,Saanvi,Verma,IT,1,B,saanvi.verma@example.com
S20IT057,Ayaan,Desai,IT,1,B,ayaan.desai@example.com
S20IT058,Reyansh,Singh,IT,1,B,reyansh.singh@example.com
S20IT059,Aarav,Bhatia,IT,1,B,aarav.bhatia@example.com
S20IT060,Rudra,Bansal,IT,1,B,rudra.bansal@example.com
S20IT061,Krishna,Choudhary,IT,1,B,krishna.choudhary@example.com
S20IT062,Sai,Patel,IT,1,B,sai.patel@example.com
S20IT063,Arjun,Choudhary,IT,1,B,arjun.choudhary@example.com
S20IT064,Rudra,Mehta,IT,1,B,rudra.mehta@example.com
S20IT065,Aadhya,Sethi,IT,1,B,aadhya.sethi@example.com
S20IT066,Ayaan,Verma,IT,1,B,ayaan.verma@example.com
S20IT067,Arjun,Sethi,IT,1,B,arjun.sethi@example.com
S20IT068,Diya,Joshi,IT,1,B,diya.joshi@example.com
S20IT069,Anaya,Menon,IT,1,B,anaya.menon@example.com
S20IT070,Riya,Iyer,IT,1,B,riya.iyer@example.com
S20IT071,Ayaan,Mehta,IT,1,B,ayaan.mehta@example.com
S20IT072,Aadhya,Bhatia,IT,1,B,aadhya.bhatia@example.com
S20IT073,Tara,Verma,IT,1,B,tara.verma@example.com
S20IT074,Nisha,Sethi,IT,1,B,nisha.sethi@example.com
S20IT075,Krishna,Verma,IT,1,B,krishna.verma@example.com
S20IT076,Vivaan,Choudhary,IT,1,B,vivaan.choudhary@example.com
S20ME001,Vihaan,Iyer,MECH,1,A,vihaan.iyer@example.com
S20ME002,Riya,Choudhary,MECH,1,A,riya.choudhary@example.com
S20ME003,Tara,Reddy,MECH,1,A,tara.reddy@example.com
S20ME004,Rudra,Joshi,MECH,1,A,rudra.joshi@example.com
S20ME005,Rudra,Iyer,MECH,1,A,rudra.iyer@example.com
S20ME006,Mira,Joshi,MECH,1,A,mira.joshi@example.com
S20ME007,Ira,Desai,MECH,1,A,ira.desai@example.com
S20ME008,Aarav,Mehta,MECH,1,A,aarav.mehta@example.com
S20ME009,Ayaan,Desai,MECH,1,A,ayaan.desai@example.com
S20ME010,Riya,Bansal,MECH,1,A,riya.bansal@example.com
S20ME011,Mira,Desai,MECH,1,A,mira.desai@example.com
S20ME012,Ayaan,Verma,MECH,1,A,ayaan.verma@example.com
S20ME013,Sai,Verma,MECH,1,A,sai.verma@example.com
S20ME014,Saanvi,Patel,MECH,1,A,saanvi.patel@example.com
S20ME015,Vivaan,Choudhary,MECH,1,A,vivaan.choudhary@example.com
S20ME016,Saanvi,Bhatia,MECH,1,A,saanvi.bhatia@example.com
S20ME017,Ira,Bhatia,MECH,1,A,ira.bhatia@example.com
S20ME018,Aditya,Desai,MECH,1,A,aditya.desai@example.com
S20ME019,Anaya,Chopra,MECH,1,A,anaya.chopra@example.com
S20ME020,Sai,Chopra,MECH,1,A,sai.chopra@example.com
S20ME021,Aarav,Sethi,MECH,1,A,aarav.sethi@example.com
S20ME022,Reyansh,Malhotra,MECH,1,A,reyansh.malhotra@example.com
S20ME023,Reyansh,Patel,MECH,1,A,reyansh.patel@example.com
S20ME024,Sai,Joshi,MECH,1,A,sai.joshi@example.com
S20ME025,Vivaan,Verma,MECH,1,A,vivaan.verma@example.com
S20ME026,Ayaan,Bhatia,MECH,1,A,ayaan.bhatia@example.com
S20ME027,Aditya,Choudhary,MECH,1,A,aditya.choudhary@example.com
S20ME028,Vivaan,Sharma,MECH,1,A,vivaan.sharma@example.com
S20ME029,Mira,Malhotra,MECH,1,A,mira.malhotra@example.com
S20ME030,Diya,Bansal,MECH,1,A,diya.bansal@example.com
S20ME031,Aadhya,Chopra,MECH,1,A,aadhya.chopra@example.com
S20ME032,Pooja,Nair,MECH,1,A,pooja.nair@example.com
S20ME033,Riya,Sethi,MECH,1,A,riya.sethi@example.com
S20ME034,Riya,Kumar,MECH,1,A,riya.kumar@example.com
S20ME035,Mira,Joshi,MECH,1,A,mira.joshi@example.com
S20ME036,Anaya,Joshi,MECH,1,A,anaya.joshi@example.com
S20ME037,Anaya,Sharma,MECH,1,A,anaya.sharma@example.com
S20ME038,Mira,Iyer,MECH,1,A,mira.iyer@example.com
S20ME039,Mira,Iyer,MECH,1,A,mira.iyer@example.com
S20ME040,Rudra,Patel,MECH,1,B,rudra.patel@example.com
S20ME041,Pooja,Menon,MECH,1,B,pooja.menon@example.com
S20ME042,Arjun,Bhatia,MECH,1,B,arjun.bhatia@example.com
S20ME043,Ira,Joshi,MECH,1,B,ira.joshi@example.com
S20ME044,Mira,Mehta,MECH,1,B,mira.mehta@example.com
S20ME045,Ayaan,Sharma,MECH,1,B,ayaan.sharma@example.com
S20ME046,Reyansh,Choudhary,MECH,1,B,reyansh.choudhary@example.com
S20ME047,Ira,Nair,MECH,1,B,ira.nair@example.com
S20ME048,Mira,Menon,MECH,1,B,mira.menon@example.com
S20ME049,Ira,Kapoor,MECH,1,B,ira.kapoor@example.com
S20ME050,Arjun,Sethi,MECH,1,B,arjun.sethi@example.com
S20ME051,Diya,Chopra,MECH,1,B,diya.chopra@example.com
S20ME052,Diya,Verma,MECH,1,B,diya.verma@example.com
S20ME053,Nisha,Menon,MECH,1,B,nisha.menon@example.com
S20ME054,Arjun,Bhatia,MECH,1,B,arjun.bhatia@example.com
S20ME055,Ira,Singh,MECH,1,B,ira.singh@example.com
S20ME056,Rudra,Chopra,MECH,1,B,rudra.chopra@example.com
S20ME057,Ayaan,Desai,MECH,1,B,ayaan.desai@example.com
S20ME058,Rudra,Kumar,MECH,1,B,rudra.kumar@example.com
S20ME059,Pooja,Chopra,MECH,1,B,pooja.chopra@example.com
S20ME060,Ayaan,Chopra,MECH,1,B,ayaan.chopra@example.com
S20ME061,Rudra,Bansal,MECH,1,B,rudra.bansal@example.com
S20ME062,Ayaan,Gupta,MECH,1,B,ayaan.gupta@example.com
S20ME063,Vivaan,Kumar,MECH,1,B,vivaan.kumar@example.com
S20ME064,Anaya,Choudhary,MECH,1,B,anaya.choudhary@example.com
S20ME065,Vihaan,Desai,MECH,1,B,vihaan.desai@example.com
S20ME066,Aditya,Kapoor,MECH,1,B,aditya.kapoor@example.com
S20ME067,Aadhya,Singh,MECH,1,B,aadhya.singh@example.com
S20ME068,Krishna,Mehta,MECH,1,B,krishna.mehta@example.com
S20ME069,Pooja,Choudhary,MECH,1,B,pooja.choudhary@example.com
S20ME070,Arjun,Singh,MECH,1,B,arjun.singh@example.com
S20ME071,Anaya,Bansal,MECH,1,B,anaya.bansal@example.com
S20ME072,Reyansh,Reddy,MECH,1,B,reyansh.reddy@example.com
S20ME073,Aarav,Iyer,MECH,1,B,aarav.iyer@example.com
S20ME074,Aarav,Sethi,MECH,1,B,aarav.sethi@example.com
S20ME075,Aarav,Verma,MECH,1,B,aarav.verma@example.com
S20ME076,Rudra,Nair,MECH,1,B,rudra.nair@example.com
S20ME077,Pooja,Menon,MECH,1,B,pooja.menon@example.com
S20ME078,Arjun,Mehta,MECH,1,B,arjun.mehta@example.com
S20ME079,Tara,Bhatia,MECH,1,B,tara.bhatia@example.com
S19CV001,Pooja,Singh,CIVIL,2,A,pooja.singh@example.com
S19CV002,Rudra,Kumar,CIVIL,2,A,rudra.kumar@example.com
S19CV003,Arjun,Verma,CIVIL,2,A,arjun.verma@example.com
S19CV004,Ayaan,Choudhary,CIVIL,2,A,ayaan.choudhary@example.com
S19CV005,Aadhya,Joshi,CIVIL,2,A,aadhya.joshi@example.com
S19CV006,Reyansh,Iyer,CIVIL,2,A,reyansh.iyer@example.com
S19CV007,Anaya,Singh,CIVIL,2,A,anaya.singh@example.com
S19CV008,Sai,Desai,CIVIL,2,A,sai.desai@example.com
S19CV009,Nisha,Bansal,CIVIL,2,A,nisha.bansal@example.com
S19CV010,Mira,Choudhary,CIVIL,2,A,mira.choudhary@example.com
S19CV011,Saanvi,Malhotra,CIVIL,2,A,saanvi.malhotra@example.com
S19CV012,Ayaan,Singh,CIVIL,2,A,ayaan.singh@example.com
S19CV013,Anaya,Sethi,CIVIL,2,A,anaya.sethi@example.com
S19CV014,Sai,Nair,CIVIL,2,A,sai.nair@example.com
S19CV015,Tara,Kumar,CIVIL,2,A,tara.kumar@example.com
S19CV016,Ira,Chopra,CIVIL,2,A,ira.chopra@example.com
S19CV017,Tara,Chopra,CIVIL,2,A,tara.chopra@example.com
S19CV018,Vihaan,Gupta,CIVIL,2,A,vihaan.gupta@example.com
S19CV019,Aadhya,Mehta,CIVIL,2,A,aadhya.mehta@example.com
S19CV020,Aadhya,Bansal,CIVIL,2,A,aadhya.bansal@example.com
S19CV021,Aadhya,Iyer,CIVIL,2,A,aadhya.iyer@example.com
S19CV022,Mira,Singh,CIVIL,2,A,mira.singh@example.com
S19CV023,Aadhya,Gupta,CIVIL,2,A,aadhya.gupta@example.com
S19CV024,Riya,Nair,CIVIL,2,A,riya.nair@example.com
S19CV025,Saanvi,Gupta,CIVIL,2,A,saanvi.gupta@example.com
S19CV026,Ayaan,Kapoor,CIVIL,2,A,ayaan.kapoor@example.com
S19CV027,Arjun,Malhotra,CIVIL,2,A,arjun.malhotra@example.com
S19CV028,Riya,Verma,CIVIL,2,A,riya.verma@example.com
S19CV029,Rudra,Choudhary,CIVIL,2,A,rudra.choudhary@example.com
S19CV030,Riya,Malhotra,CIVIL,2,A,riya.malhotra@example.com
S19CV031,Arjun,Singh,CIVIL,2,A,arjun.singh@example.com
S19CV032,Sai,Choudhary,CIVIL,2,A,sai.choudhary@example.com
S19CV033,Diya,Patel,CIVIL,2,A,diya.patel@example.com
S19CV034,Aadhya,Malhotra,CIVIL,2,A,aadhya.malhotra@example.com
S19CV035,Reyansh,Bansal,CIVIL,2,B,reyansh.bansal@example.com
S19CV036,Diya,Kapoor,CIVIL,2,B,diya.kapoor@example.com
S19CV037,Ayaan,Bansal,CIVIL,2,B,ayaan.bansal@example.com
S19CV038,Rudra,Menon,CIVIL,2,B,rudra.menon@example.com
S19CV039,Anaya,Kapoor,CIVIL,2,B,anaya.kapoor@example.com
S19CV040,Diya,Kumar,CIVIL,2,B,diya.kumar@example.com
S19CV041,Nisha,Menon,CIVIL,2,B,nisha.menon@example.com
S19CV042,Ira,Desai,CIVIL,2,B,ira.desai@example.com
S19CV043,Mira,Kapoor,CIVIL,2,B,mira.kapoor@example.com
S19CV044,Diya,Choudhary,CIVIL,2,B,diya.choudhary@example.com
S19CV045,Rudra,Gupta,CIVIL,2,B,rudra.gupta@example.com
S19CV046,Vihaan,Chopra,CIVIL,2,B,vihaan.chopra@example.com
S19CV047,Arjun,Kapoor,CIVIL,2,B,arjun.kapoor@example.com
S19CV048,Krishna,Malhotra,CIVIL,2,B,krishna.malhotra@example.com
S19CV049,Nisha,Sethi,CIVIL,2,B,nisha.sethi@example.com
S19CV050,Vivaan,Kapoor,CIVIL,2,B,vivaan.kapoor@example.com
S19CV051,Reyansh,Reddy,CIVIL,2,B,reyansh.reddy@example.com
S19CV052,Krishna,Joshi,CIVIL,2,B,krishna.joshi@example.com
S19CV053,Saanvi,Reddy,CIVIL,2,B,saanvi.reddy@example.com
S19CV054,Rudra,Singh,CIVIL,2,B,rudra.singh@example.com
S19CV055,Pooja,Malhotra,CIVIL,2,B,pooja.malhotra@example.com
S19CV056,Diya,Kumar,CIVIL,2,B,diya.kumar@example.com
S19CV057,Saanvi,Nair,CIVIL,2,B,saanvi.nair@example.com
S19CV058,Aadhya,Chopra,CIVIL,2,B,aadhya.chopra@example.com
S19CV059,Aditya,Nair,CIVIL,2,B,aditya.nair@example.com
S19CV060,Tara,Kapoor,CIVIL,2,B,tara.kapoor@example.com
S19CV061,Diya,Sethi,CIVIL,2,B,diya.sethi@example.com
S19CV062,Riya,Menon,CIVIL,2,B,riya.menon@example.com
S19CV063,Sai,Joshi,CIVIL,2,B,sai.joshi@example.com
S19CV064,Vivaan,Sethi,CIVIL,2,B,vivaan.sethi@example.com
S19CV065,Mira,Choudhary,CIVIL,2,B,mira.choudhary@example.com
S19CV066,Ayaan,Mehta,CIVIL,2,B,ayaan.mehta@example.com
S19CV067,Arjun,Chopra,CIVIL,2,B,arjun.chopra@example.com
S19CV068,Aarav,Patel,CIVIL,2,B,aarav.patel@example.com
S19CS001,Arjun,Gupta,CSE,2,A,arjun.gupta@example.com
S19CS002,Vivaan,Bansal,CSE,2,A,vivaan.bansal@example.com
S19CS003,Nisha,Sharma,CSE,2,A,nisha.sharma@example.com
S19CS004,Reyansh,Bansal,CSE,2,A,reyansh.bansal@example.com
S19CS005,Vihaan,Choudhary,CSE,2,A,vihaan.choudhary@example.com
S19CS006,Vivaan,Chopra,CSE,2,A,vivaan.chopra@example.com
S19CS007,Ira,Sethi,CSE,2,A,ira.sethi@example.com
S19CS008,Diya,Reddy,CSE,2,A,diya.reddy@example.com
S19CS009,Aditya,Chopra,CSE,2,A,aditya.chopra@example.com
S19CS010,Tara,Patel,CSE,2,A,tara.patel@example.com
S19CS011,Mira,Menon,CSE,2,A,mira.menon@example.com
S19CS012,Aarav,Menon,CSE,2,A,aarav.menon@example.com
S19CS013,Nisha,Mehta,CSE,2,A,nisha.mehta@example.com
S19CS014,Anaya,Sethi,CSE,2,A,anaya.sethi@example.com
S19CS015,Aadhya,Patel,CSE,2,A,aadhya.patel@example.com
S19CS016,Riya,Kumar,CSE,2,A,riya.kumar@example.com
S19CS017,Saanvi,Bansal,CSE,2,A,saanvi.bansal@example.com
S19CS018,Rudra,Bansal,CSE,2,A,rudra.bansal@example.com
S19CS019,Krishna,Sethi,CSE,2,A,krishna.sethi@example.com
S19CS020,Mira,Iyer,CSE,2,A,mira.iyer@example.com
S19CS021,Rudra,Nair,CSE,2,A,rudra.nair@example.com
S19CS022,Vihaan,Bansal,CSE,2,A,vihaan.bansal@example.com
S19CS023,Aarav,Singh,CSE,2,A,aarav.singh@example.com
S19CS024,Diya,Joshi,CSE,2,A,diya.joshi@example.com
S19CS025,Rudra,Patel,CSE,2,A,rudra.patel@example.com
S19CS026,Reyansh,Bhatia,CSE,2,A,reyansh.bhatia@example.com
S19CS027,Tara,Patel,CSE,2,A,tara.patel@example.com
S19CS028,Vihaan,Singh,CSE,2,A,vihaan.singh@example.com
S19CS029,Saanvi,Chopra,CSE,2,A,saanvi.chopra@example.com
S19CS030,Aadhya,Reddy,CSE,2,A,aadhya.reddy@example.com
S19CS031,Aarav,Malhotra,CSE,2,A,aarav.malhotra@example.com
S19CS032,Vihaan,Bhatia,CSE,2,A,vihaan.bhatia@example.com
S19CS033,Diya,Menon,CSE,2,A,diya.menon@example.com
S19CS034,Pooja,Bansal,CSE,2,A,pooja.bansal@example.com
S19CS035,Ira,Singh,CSE,2,A,ira.singh@example.com
S19CS036,Aarav,Mehta,CSE,2,A,aarav.mehta@example.com
S19CS037,Aadhya,Kapoor,CSE,2,A,aadhya.kapoor@example.com
S19CS038,Mira,Bhatia,CSE,2,A,mira.bhatia@example.com
S19CS039,Pooja,Reddy,CSE,2,A,pooja.reddy@example.com
S19CS040,Rudra,Sethi,CSE,2,A,rudra.sethi@example.com
S19CS041,Riya,Verma,CSE,2,A,riya.verma@example.com
S19CS042,Sai,Verma,CSE,2,A,sai.verma@example.com
S19CS043,Diya,Verma,CSE,2,A,diya.verma@example.com
S19CS044,Rudra,Menon,CSE,2,A,rudra.menon@example.com
S19CS045,Nisha,Kumar,CSE,2,A,nisha.kumar@example.com
S19CS046,Tara,Bhatia,CSE,2,A,tara.bhatia@example.com
S19CS047,Saanvi,Kumar,CSE,2,A,saanvi.kumar@example.com
S19CS048,Aditya,Desai,CSE,2,A,aditya.desai@example.com
S19CS049,Pooja,Kumar,CSE,2,A,pooja.kumar@example.com
S19CS050,Anaya,Choudhary,CSE,2,A,anaya.choudhary@example.com
S19CS051,Saanvi,Nair,CSE,2,A,saanvi.nair@example.com
S19CS052,Diya,Malhotra,CSE,2,A,diya.malhotra@example.com
S19CS053,Saanvi,Menon,CSE,2,A,saanvi.menon@example.com
S19CS054,Nisha,Choudhary,CSE,2,A,nisha.choudhary@example.com
S19CS055,Aditya,Joshi,CSE,2,A,aditya.joshi@example.com
S19CS056,Saanvi,Bhatia,CSE,2,A,saanvi.bhatia@example.com
S19CS057,Nisha,Gupta,CSE,2,A,nisha.gupta@example.com
S19CS058,Ira,Joshi,CSE,2,A,ira.joshi@example.com
S19CS059,Vihaan,Kumar,CSE,2,A,vihaan.kumar@example.com
S19CS060,Nisha,Mehta,CSE,2,A,nisha.mehta@example.com
S19CS061,Ira,Singh,CSE,2,A,ira.singh@example.com
S19CS062,Reyansh,Patel,CSE,2,A,reyansh.patel@example.com
S19CS063,Ira,Gupta,CSE,2,A,ira.gupta@example.com
S19CS064,Pooja,Desai,CSE,2,A,pooja.desai@example.com
S19CS065,Ira,Verma,CSE,2,A,ira.verma@example.com
S19CS066,Riya,Sharma,CSE,2,A,riya.sharma@example.com
S19CS067,Nisha,Chopra,CSE,2,A,nisha.chopra@example.com
S19CS068,Arjun,Mehta,CSE,2,A,arjun.mehta@example.com
S19CS069,Krishna,Singh,CSE,2,A,krishna.singh@example.com
S19CS070,Aarav,Chopra,CSE,2,A,aarav.chopra@example.com
S19CS071,Aditya,Iyer,CSE,2,A,aditya.iyer@example.com
S19CS072,Vivaan,Patel,CSE,2,A,vivaan.patel@example.com
S19CS073,Sai,Nair,CSE,2,A,sai.nair@example.com
S19CS074,Arjun,Singh,CSE,2,A,arjun.singh@example.com
S19CS075,Aarav,Reddy,CSE,2,A,aarav.reddy@example.com
S19CS076,Aditya,Chopra,CSE,2,A,aditya.chopra@example.com
S19CS077,Ayaan,Patel,CSE,2,A,ayaan.patel@example.com
S19CS078,Sai,Mehta,CSE,2,A,sai.mehta@example.com
S19CS079,Ayaan,Malhotra,CSE,2,A,ayaan.malhotra@example.com
S19CS080,Tara,Sharma,CSE,2,A,tara.sharma@example.com
S19CS081,Krishna,Chopra,CSE,2,A,krishna.chopra@example.com
S19CS082,Krishna,Sharma,CSE,2,B,krishna.sharma@example.com
S19CS083,Sai,Menon,CSE,2,B,sai.menon@example.com
S19CS084,Riya,Choudhary,CSE,2,B,riya.choudhary@example.com
S19CS085,Reyansh,Choudhary,CSE,2,B,reyansh.choudhary@example.com
S19CS086,Aarav,Singh,CSE,2,B,aarav.singh@example.com
S19CS087,Tara,Reddy,CSE,2,B,tara.reddy@example.com
S19CS088,Aadhya,Malhotra,CSE,2,B,aadhya.malhotra@example.com
S19CS089,Anaya,Verma,CSE,2,B,anaya.verma@example.com
S19CS090,Krishna,Joshi,CSE,2,B,krishna.joshi@example.com
S19CS091,Nisha,Gupta,CSE,2,B,nisha.gupta@example.com
S19CS092,Aadhya,Patel,CSE,2,B,aadhya.patel@example.com
S19CS093,Aarav,Reddy,CSE,2,B,aarav.reddy@example.com
S19CS094,Rudra,Iyer,CSE,2,B,rudra.iyer@example.com
S19CS095,Aditya,Sethi,CSE,2,B,aditya.sethi@example.com
S19CS096,Aarav,Chopra,CSE,2,B,aarav.chopra@example.com
S19CS097,Sai,Bansal,CSE,2,B,sai.bansal@example.com
S19CS098,Krishna,Menon,CSE,2,B,krishna.menon@example.com
S19CS099,Tara,Bansal,CSE,2,B,tara.bansal@example.com
S19CS100,Anaya,Verma,CSE,2,B,anaya.verma@example.com
S19CS101,Nisha,Verma,CSE,2,B,nisha.verma@example.com
S19CS102,Diya,Menon,CSE,2,B,diya.menon@example.com
S19CS103,Sai,Desai,CSE,2,B,sai.desai@example.com
S19CS104,Aarav,Bhatia,CSE,2,B,aarav.bhatia@example.com
S19CS105,Sai,Iyer,CSE,2,B,sai.iyer@example.com
S19CS106,Vihaan,Verma,CSE,2,B,vihaan.verma@example.com
S19CS107,Ira,Choudhary,CSE,2,B,ira.choudhary@example.com
S19CS108,Mira,Bansal,CSE,2,B,mira.bansal@example.com
S19CS109,Mira,Reddy,CSE,2,B,mira.reddy@example.com
S19CS110,Vivaan,Reddy,CSE,2,B,vivaan.reddy@example.com
S19CS111,Arjun,Bhatia,CSE,2,B,arjun.bhatia@example.com
S19CS112,Riya,Chopra,CSE,2,B,riya.chopra@example.com
S19CS113,Ayaan,Kapoor,CSE,2,B,ayaan.kapoor@example.com
S19CS114,Diya,Chopra,CSE,2,B,diya.chopra@example.com
S19CS115,Arjun,Joshi,CSE,2,B,arjun.joshi@example.com
S19CS116,Tara,Choudhary,CSE,2,B,tara.choudhary@example.com
S19CS117,Sai,Sharma,CSE,2,B,sai.sharma@example.com
S19CS118,Krishna,Malhotra,CSE,2,B,krishna.malhotra@example.com
S19CS119,Saanvi,Malhotra,CSE,2,B,saanvi.malhotra@example.com
S19CS120,Ira,Choudhary,CSE,2,B,ira.choudhary@example.com
S19CS121,Pooja,Menon,CSE,2,B,pooja.menon@example.com
S19CS122,Nisha,Gupta,CSE,2,B,nisha.gupta@example.com
S19CS123,Vivaan,Kumar,CSE,2,B,vivaan.kumar@example.com
S19CS124,Reyansh,Gupta,CSE,2,B,reyansh.gupta@example.com
S19CS125,Vivaan,Choudhary,CSE,2,B,vivaan.choudhary@example.com
S19CS126,Aarav,Menon,CSE,2,B,aarav.menon@example.com
S19CS127,Ayaan,Chopra,CSE,2,B,ayaan.chopra@example.com
S19CS128,Mira,Kapoor,CSE,2,B,mira.kapoor@example.com
S19CS129,Ayaan,Kumar,CSE,2,B,ayaan.kumar@example.com
S19CS130,Aarav,Iyer,CSE,2,B,aarav.iyer@example.com
S19CS131,Mira,Nair,CSE,2,B,mira.nair@example.com
S19CS132,Reyansh,Bansal,CSE,2,B,reyansh.bansal@example.com
S19CS133,Anaya,Joshi,CSE,2,B,anaya.joshi@example.com
S19CS134,Mira,Verma,CSE,2,B,mira.verma@example.com
S19CS135,Riya,Singh,CSE,2,B,riya.singh@example.com
S19CS136,Rudra,Nair,CSE,2,B,rudra.nair@example.com
S19CS137,Vihaan,Chopra,CSE,2,B,vihaan.chopra@example.com
S19CS138,Arjun,Menon,CSE,2,B,arjun.menon@example.com
S19CS139,Aditya,Gupta,CSE,2,B,aditya.gupta@example.com
S19CS140,Vihaan,Kapoor,CSE,2,B,vihaan.kapoor@example.com
S19CS141,Sai,Choudhary,CSE,2,B,sai.choudhary@example.com
S19CS142,Pooja,Patel,CSE,2,B,pooja.patel@example.com
S19CS143,Sai,Reddy,CSE,2,B,sai.reddy@example.com
S19CS144,Nisha,Mehta,CSE,2,B,nisha.mehta@example.com
S19CS145,Aditya,Joshi,CSE,2,B,aditya.joshi@example.com
S19CS146,Aadhya,Nair,CSE,2,B,aadhya.nair@example.com
S19CS147,Vivaan,Bhatia,CSE,2,B,vivaan.bhatia@example.com
S19CS148,Vivaan,Sharma,CSE,2,B,vivaan.sharma@example.com
S19CS149,Riya,Sharma,CSE,2,B,riya.sharma@example.com
S19CS150,Pooja,Reddy,CSE,2,B,pooja.reddy@example.com
S19CS151,Nisha,Malhotra,CSE,2,B,nisha.malhotra@example.com
S19CS152,Tara,Mehta,CSE,2,B,tara.mehta@example.com
S19CS153,Vivaan,Chopra,CSE,2,B,vivaan.chopra@example.com
S19CS154,Pooja,Joshi,CSE,2,B,pooja.joshi@example.com
S19CS155,Arjun,Choudhary,CSE,2,B,arjun.choudhary@example.com
S19CS156,Tara,Reddy,CSE,2,B,tara.reddy@example.com
S19CS157,Reyansh,Singh,CSE,2,B,reyansh.singh@example.com
S19CS158,Aditya,Patel,CSE,2,B,aditya.patel@example.com
S19CS159,Anaya,Choudhary,CSE,2,B,anaya.choudhary@example.com
S19CS160,Anaya,Iyer,CSE,2,B,anaya.iyer@example.com
S19CS161,Sai,Reddy,CSE,2,B,sai.reddy@example.com
S19CS162,Aarav,Reddy,CSE,2,B,aarav.reddy@example.com
S19EC001,Mira,Bhatia,ECE,2,A,mira.bhatia@example.com
S19EC002,Riya,Sharma,ECE,2,A,riya.sharma@example.com
S19EC003,Nisha,Bansal,ECE,2,A,nisha.bansal@example.com
S19EC004,Aarav,Malhotra,ECE,2,A,aarav.malhotra@example.com
S19EC005,Riya,Chopra,ECE,2,A,riya.chopra@example.com
S19EC006,Saanvi,Patel,ECE,2,A,saanvi.patel@example.com
S19EC007,Pooja,Sharma,ECE,2,A,pooja.sharma@example.com
S19EC008,Anaya,Bansal,ECE,2,A,anaya.bansal@example.com
S19EC009,Aditya,Mehta,ECE,2,A,aditya.mehta@example.com
S19EC010,Pooja,Joshi,ECE,2,A,pooja.joshi@example.com
S19EC011,Arjun,Reddy,ECE,2,A,arjun.reddy@example.com
S19EC012,Sai,Choudhary,ECE,2,A,sai.choudhary@example.com
S19EC013,Ira,Reddy,ECE,2,A,ira.reddy@example.com
S19EC014,Arjun,Sharma,ECE,2,A,arjun.sharma@example.com
S19EC015,Vihaan,Malhotra,ECE,2,A,vihaan.malhotra@example.com
S19EC016,Krishna,Gupta,ECE,2,A,krishna.gupta@example.com
S19EC017,Rudra,Sharma,ECE,2,A,rudra.sharma@example.com
S19EC018,Pooja,Gupta,ECE,2,A,pooja.gupta@example.com
S19EC019,Ira,Singh,ECE,2,A,ira.singh@example.com
S19EC020,Pooja,Verma,ECE,2,A,pooja.verma@example.com
S19EC021,Aadhya,Reddy,ECE,2,A,aadhya.reddy@example.com
S19EC022,Nisha,Iyer,ECE,2,A,nisha.iyer@example.com
S19EC023,Pooja,Iyer,ECE,2,A,pooja.iyer@example.com
S19EC024,Sai,Singh,ECE,2,A,sai.singh@example.com
S19EC025,Mira,Chopra,ECE,2,A,mira.chopra@example.com
S19EC026,Saanvi,Nair,ECE,2,A,saanvi.nair@example.com
S19EC027,Saanvi,Kapoor,ECE,2,A,saanvi.kapoor@example.com
S19EC028,Sai,Mehta,ECE,2,A,sai.mehta@example.com
S19EC029,Sai,Joshi,ECE,2,A,sai.joshi@example.com
S19EC030,Mira,Kumar,ECE,2,A,mira.kumar@example.com
S19EC031,Riya,Kumar,ECE,2,A,riya.kumar@example.com
S19EC032,Tara,Kapoor,ECE,2,A,tara.kapoor@example.com
S19EC033,Mira,Bansal,ECE,2,A,mira.bansal@example.com
S19EC034,Riya,Verma,ECE,2,B,riya.verma@example.com
S19EC035,Sai,Sethi,ECE,2,B,sai.sethi@example.com
S19EC036,Arjun,Gupta,ECE,2,B,arjun.gupta@example.com
S19EC037,Aditya,Gupta,ECE,2,B,aditya.gupta@example.com
S19EC038,Aadhya,Malhotra,ECE,2,B,aadhya.malhotra@example.com
S19EC039,Aditya,Kumar,ECE,2,B,aditya.kumar@example.com
S19EC040,Arjun,Sethi,ECE,2,B,arjun.sethi@example.com
